,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
2030,Dandenong North,7 Fletcher Rd,3,h,595000,S,C21,3/06/2017,24.7,3175,3,1,1.0,530.0,128.0,1970.0,Greater Dandenong,-37.96006,145.22093999999998,South-Eastern Metropolitan,8322
2031,Doveton,24 Betula St,3,h,545000,SP,O'Brien,3/06/2017,28.8,3177,3,1,1.0,700.0,113.0,1960.0,Casey,-37.99095,145.2316,South-Eastern Metropolitan,3533
2032,Epping,11 Grimwade Ct,3,h,540000,S,R&H,3/06/2017,19.6,3076,3,1,4.0,699.0,118.0,1988.0,Whittlesea,-37.65105,145.04613,Northern Metropolitan,10926
2033,Epping,124 Northumberland Dr,4,h,598000,S,Harcourts,3/06/2017,19.6,3076,3,2,3.0,558.0,60.638635193133055,,Whittlesea,-37.64262,145.0407,Northern Metropolitan,10926
2034,Hoppers Crossing,23 Cleveland Dr,3,h,530000,S,hockingstuart,3/06/2017,18.4,3029,3,2,2.0,530.0,60.638635193133055,,Wyndham,-37.86515,144.66671000000002,Western Metropolitan,13830
2035,Hoppers Crossing,10 Dawe Ct,3,h,515000,S,hockingstuart,3/06/2017,18.4,3029,3,1,2.0,565.0,60.638635193133055,,Wyndham,-37.868520000000004,144.68039,Western Metropolitan,13830
2036,Hoppers Crossing,22 Strang St,3,h,555500,S,hockingstuart,3/06/2017,18.4,3029,3,2,1.0,557.0,136.0,1971.0,Wyndham,-37.87498,144.69617,Western Metropolitan,13830
2037,Keilor Downs,58 Tarella Dr,3,h,580000,SP,Ace,3/06/2017,15.5,3038,3,1,4.0,677.0,60.638635193133055,,Brimbank,-37.72188,144.81489,Western Metropolitan,3656
2038,Lalor,4 Casey Dr,3,h,521000,S,Ray,3/06/2017,16.3,3075,3,1,2.0,589.0,100.0,1975.0,Whittlesea,-37.670559999999995,145.03698,Northern Metropolitan,8279
2039,Mill Park,6 Parklea Ct,3,h,556500,S,LJ,3/06/2017,17.9,3082,3,1,2.0,526.0,113.2,1985.0,Whittlesea,-37.67561,145.05641,Northern Metropolitan,10529
2040,Montmorency,4/435 Main Rd,3,u,569000,S,Nelson,3/06/2017,16.2,3094,3,1,2.0,280.0,60.638635193133055,1987.0,Banyule,-37.73103,145.13404,Eastern Metropolitan,3891
2041,Mount Waverley,3/593 High Street Rd,2,u,572000,S,Ray,3/06/2017,14.2,3149,2,1,1.0,173.0,60.638635193133055,1970.0,Monash,-37.87142,145.14503,Eastern Metropolitan,13366
2042,Richmond,5/202 Lennox St,2,u,575000,S,Biggin,3/06/2017,2.4,3121,2,1,1.0,407.0,66.0,1960.0,Yarra,-37.82046,144.99398,Northern Metropolitan,14949
2043,Seabrook,21 Catherine Rd,3,h,515000,SP,LJ,3/06/2017,15.5,3028,3,1,2.0,531.0,98.0,1985.0,Hobsons Bay,-37.87793,144.75626,Western Metropolitan,1793
2044,Seaford,43 Galway St,3,h,540000,S,Harcourts,3/06/2017,35.4,3198,3,1,2.0,648.0,96.0,1960.0,Frankston,-38.11014,145.14336,South-Eastern Metropolitan,8077
2045,South Melbourne,1211/50 Albert Rd,2,u,530000,VB,Greg,3/06/2017,1.9,3205,2,1,1.0,1646.0,52.0,2012.0,Port Phillip,-37.83406,144.97131000000002,Southern Metropolitan,5943
2046,St Kilda,1/19 Robe St,2,u,586500,S,Buxton,3/06/2017,5.0,3182,2,1,1.0,3093.0,60.638635193133055,,Port Phillip,-37.86506,144.97777,Southern Metropolitan,13240
2047,Sunshine West,7 Fairbairn Rd,3,h,520000,SP,Sweeney,3/06/2017,10.5,3020,3,2,2.0,535.0,60.638635193133055,,Brimbank,-37.794140000000006,144.81855,Western Metropolitan,6763
2048,Thomastown,46 Lincoln Dr,3,h,580000,PI,Harcourts,3/06/2017,15.3,3074,3,1,2.0,525.0,60.638635193133055,,Whittlesea,-37.68484,145.0072,Northern Metropolitan,7955
2049,Werribee,7 Carbon Ct,3,h,531000,SP,Triwest,3/06/2017,14.7,3030,3,2,1.0,805.0,60.638635193133055,,Wyndham,-37.89568,144.65733,Western Metropolitan,16166
2050,Westmeadows,285 Mickleham Rd,3,h,540000,SP,Barry,3/06/2017,16.5,3049,3,1,2.0,532.0,122.0,1975.0,Hume,-37.67949,144.88349,Northern Metropolitan,2474
2051,Bayswater,1/20 Church St,2,u,520000,S,Schroeder,17/06/2017,23.2,3153,2,1,1.0,418.0,76.0,1970.0,Knox,-37.83777,145.26345,Eastern Metropolitan,5030
2052,Carrum Downs,11 Goshawk Ct,3,h,561000,S,hockingstuart,17/06/2017,34.9,3201,3,1,2.0,787.0,60.638635193133055,,Frankston,-38.10709,145.1744,South-Eastern Metropolitan,8060
2053,Cheltenham,20/310 Warrigal Rd,2,u,535000,S,O'Brien,17/06/2017,17.9,3192,2,1,2.0,215.0,60.638635193133055,1980.0,Kingston,-37.96597,145.07535,Southern Metropolitan,9758
2054,Craigieburn,25 Jirrahlinga Tce,4,h,600000,S,Ray,17/06/2017,20.6,3064,4,2,2.0,560.0,196.1,2007.0,Hume,-37.59943,144.91439,Northern Metropolitan,15510
2055,Croydon,14 Alfrick Rd,3,h,567000,S,hockingstuart,17/06/2017,23.0,3136,3,1,1.0,420.0,60.638635193133055,,Maroondah,-37.80106,145.28741000000002,Eastern Metropolitan,11925
2056,Elsternwick,12/539 Glen Huntly Rd,2,u,550000,S,Biggin,17/06/2017,7.2,3185,2,1,1.0,1172.0,69.0,1970.0,Glen Eira,-37.885329999999996,145.01049,Southern Metropolitan,4898
2057,Elwood,3/11 Scott St,2,u,550000,VB,Domain,17/06/2017,7.2,3184,2,1,1.0,605.0,60.638635193133055,1970.0,Port Phillip,-37.879870000000004,144.99251999999998,Southern Metropolitan,8989
2058,Epping,10 Efficient St,3,h,568000,S,Ray,17/06/2017,19.6,3076,3,2,2.0,420.0,190.0,2012.0,Whittlesea,-37.62145,145.01051,Northern Metropolitan,10926
2059,Essendon,1/18 Balmoral St,2,u,580000,S,Barry,17/06/2017,7.5,3040,2,1,1.0,921.0,84.0,1970.0,Moonee Valley,-37.74904,144.90668,Western Metropolitan,9264
2060,Gisborne,60 Hamilton St,3,h,540000,SA,McDonald,17/06/2017,45.9,3437,3,1,2.0,665.0,110.0,1930.0,Macedon Ranges,-37.48701,144.58567,Northern Victoria,3376
2061,Heidelberg Heights,1/5 Glover St,3,h,590000,S,Victory,17/06/2017,8.8,3081,3,1,2.0,290.0,105.0,1950.0,Banyule,-37.7368,145.05048,Eastern Metropolitan,2947
2062,Hoppers Crossing,2 Bowden St,3,h,555000,S,hockingstuart,17/06/2017,18.4,3029,3,2,4.0,615.0,115.0,,Wyndham,-37.86659,144.69959,Western Metropolitan,13830
2063,Hoppers Crossing,27 Cameron Dr,3,h,535000,S,hockingstuart,17/06/2017,18.4,3029,3,1,2.0,603.0,60.638635193133055,,Wyndham,-37.8688,144.68768,Western Metropolitan,13830
2064,Keilor Downs,3 Serica Ct,3,h,550000,VB,Sweeney,17/06/2017,15.5,3038,3,1,4.0,802.0,183.97,1978.0,Brimbank,-37.72343,144.81411,Western Metropolitan,3656
2065,Maidstone,6 Mandrel St,2,t,505500,SP,hockingstuart,17/06/2017,6.4,3012,2,1,1.0,59.0,60.638635193133055,2014.0,Maribyrnong,-37.778240000000004,144.87427,Western Metropolitan,3873
2066,Mentone,5/94 Beach Rd,2,u,525000,S,Thomson,17/06/2017,20.0,3194,2,1,1.0,723.0,60.638635193133055,,Kingston,-37.991209999999995,145.06458,South-Eastern Metropolitan,6162
2067,Mernda,3 Flowerdale Ct,3,h,517000,S,Harcourts,17/06/2017,25.9,3754,3,2,4.0,400.0,60.638635193133055,,Whittlesea,-37.606970000000004,145.09208,Northern Metropolitan,5812
2068,Mernda,9 Powlett St,4,h,596000,S,Buckingham,17/06/2017,25.9,3754,4,2,2.0,512.0,60.638635193133055,,Whittlesea,-37.61133,145.0945,Northern Metropolitan,5812
2069,Mooroolbark,7 Cowley Ct,3,h,581000,S,iTRAK,17/06/2017,26.5,3138,3,1,2.0,484.0,102.0,1970.0,Yarra Ranges,-37.78454,145.33073000000002,Eastern Victoria,8280
2070,Point Cook,89 Tristania Dr,4,h,550000,SP,LJ,17/06/2017,14.7,3030,4,2,2.0,464.0,60.638635193133055,,Wyndham,-37.90545,144.76077,Western Metropolitan,15542
2071,Reservoir,3/36 Crookston Rd,3,u,510000,S,Barry,17/06/2017,12.0,3073,3,1,1.0,178.0,100.0,2009.0,Darebin,-37.70985,145.02073000000001,Northern Metropolitan,21650
2072,Richmond,2/50 Palmer St,1,u,534000,S,hockingstuart,17/06/2017,2.4,3121,1,1,1.0,1347.0,60.638635193133055,2003.0,Yarra,-37.81893,145.00631,Northern Metropolitan,14949
2073,Skye,20 Overall Dr,4,h,555698,SP,Ray,17/06/2017,34.7,3977,4,2,1.0,534.0,152.0,2002.0,Frankston,-38.09083,145.20139,South-Eastern Metropolitan,2756
2074,Taylors Hill,27 Lucas Tce,3,h,558000,S,Barry,17/06/2017,18.0,3037,3,2,2.0,431.0,431.0,2008.0,Melton,-37.7209,144.75053,Western Metropolitan,4242
2075,Albanvale,28 Oakwood Rd,3,h,526500,S,Ray,24/06/2017,14.0,3021,3,1,2.0,529.0,60.638635193133055,,Brimbank,-37.7438,144.77059,Western Metropolitan,1899
2076,Braybrook,15 Myalla St,2,h,570000,VB,Sweeney,24/06/2017,8.6,3019,2,1,2.0,567.0,74.0,1950.0,Maribyrnong,-37.7877,144.84757,Western Metropolitan,3589
2077,Camberwell,19/995 Burke Rd,2,u,555000,S,Jellis,24/06/2017,7.7,3124,2,1,1.0,2685.0,60.638635193133055,,Boroondara,-37.82277,145.0581,Southern Metropolitan,8920
2078,Carrum,3/13 Graham Rd,3,u,590000,S,Mitchell,24/06/2017,31.2,3197,3,1,1.0,179.0,60.638635193133055,,Kingston,-38.07483,145.13133,South-Eastern Metropolitan,1989
2079,Essendon,3/222 Pascoe Vale Rd,2,u,600000,S,Barry,24/06/2017,7.5,3040,2,1,1.0,132.0,60.638635193133055,,Moonee Valley,-37.753440000000005,144.92616,Western Metropolitan,9264
2080,Frankston,5 Almora Cl,3,h,545000,S,O'Brien,24/06/2017,38.0,3199,3,2,2.0,571.0,60.638635193133055,,Frankston,-38.14444,145.16788,South-Eastern Metropolitan,17055
2081,Frankston,14 Berringa St,3,h,570000,S,U,24/06/2017,38.0,3199,3,1,2.0,537.0,118.54,1960.0,Frankston,-38.14264,145.14684,South-Eastern Metropolitan,17055
2082,Glenroy,1/8 York St,3,h,512000,S,Stockdale,24/06/2017,11.2,3046,3,1,2.0,197.0,96.0,2003.0,Moreland,-37.70489,144.91033000000002,Northern Metropolitan,8870
2083,Jacana,50 Emu Pde,3,h,556000,S,YPA,24/06/2017,14.0,3047,3,1,1.0,627.0,60.638635193133055,,Hume,-37.68861,144.91065,Northern Metropolitan,851
2084,Keilor Downs,1/37 Thornhill Dr,3,h,575000,SP,Brad,24/06/2017,15.5,3038,3,1,1.0,307.0,60.638635193133055,1990.0,Brimbank,-37.72545,144.80397,Western Metropolitan,3656
2085,Kew,1/18 Howard St,2,u,600000,S,Nelson,24/06/2017,5.4,3101,2,1,1.0,847.0,60.638635193133055,,Boroondara,-37.80798,145.02347,Southern Metropolitan,10331
2086,Lalor,1 Howell St,3,h,560000,S,Harcourts,24/06/2017,16.3,3075,3,1,1.0,364.0,165.0,1985.0,Whittlesea,-37.67122,145.01487,Northern Metropolitan,8279
2087,Lalor,1/11 Maxwell St,2,h,511500,SP,Harcourts,24/06/2017,16.3,3075,2,1,2.0,416.0,93.0,1960.0,Whittlesea,-37.67096,145.02445,Northern Metropolitan,8279
2088,Narre Warren,6 Saxonwood Dr,3,h,597500,SP,Ray,24/06/2017,34.1,3805,3,1,2.0,810.0,60.638635193133055,,Casey,-38.0312,145.30703,South-Eastern Metropolitan,9376
2089,North Melbourne,106/25 Oxford St,2,u,570000,VB,Alexkarbon,24/06/2017,1.8,3051,2,2,1.0,1223.0,81.0,2011.0,Melbourne,-37.8006,144.95418999999998,Northern Metropolitan,6821
2090,Oak Park,3/13 Sylvester St,2,t,560000,SP,Eview,24/06/2017,11.2,3046,2,1,1.0,132.0,73.0,2014.0,Moreland,-37.72048,144.91323,Northern Metropolitan,2651
2091,St Albans,63 Lovell Dr,3,h,600000,PI,FN,24/06/2017,14.0,3021,3,1,3.0,565.0,60.638635193133055,,Brimbank,-37.764540000000004,144.80611000000002,Western Metropolitan,14042
2092,Sunshine West,1/41 Bardsley St,3,u,518000,S,HAR,24/06/2017,10.5,3020,3,1,1.0,322.0,60.638635193133055,,Brimbank,-37.79209,144.82023999999998,Western Metropolitan,6763
2093,Albion,2/36 Selwyn St,3,u,600000,SA,Douglas,27/05/2017,10.5,3020,3,2,2.0,247.0,127.0,2013.0,Brimbank,-37.779759999999996,144.81559,Western Metropolitan,2185
2094,Armadale,5/6 St James Rd,2,u,590000,S,Jellis,27/05/2017,6.3,3143,2,1,1.0,903.0,60.638635193133055,,Stonnington,-37.859629999999996,145.02077,Southern Metropolitan,4836
2095,Briar Hill,1/4 Box Rd,3,h,590000,S,Barry,27/05/2017,16.1,3088,3,1,2.0,392.0,60.638635193133055,,Banyule,-37.70433,145.12184,Eastern Metropolitan,1390
2096,Broadmeadows,87 Academy Dr,3,h,505000,SP,YPA,27/05/2017,14.0,3047,3,1,1.0,546.0,109.0,2000.0,Hume,-37.67411,144.94677,Northern Metropolitan,4294
2097,Burnside Heights,12 Burke Rd,3,h,593000,S,Barry,27/05/2017,14.8,3023,4,2,2.0,480.0,195.0,2007.0,Melton,-37.73321,144.75752,Western Metropolitan,1686
2098,Carrum Downs,38 Trafford Rd,4,h,525000,S,Harcourts,27/05/2017,34.9,3201,4,2,2.0,550.0,172.0,2010.0,Frankston,-38.08981,145.17353,South-Eastern Metropolitan,8060
2099,Caulfield,5/14 Briggs St,2,u,570000,S,hockingstuart,27/05/2017,8.7,3162,2,1,1.0,601.0,65.0,,Glen Eira,-37.88524,145.02398,Southern Metropolitan,2379
2100,Chadstone,2/15 Atkinson St,2,h,510000,PI,Woodards,27/05/2017,11.7,3148,2,1,2.0,897.0,66.0,1970.0,Monash,-37.88321,145.09593999999998,Southern Metropolitan,3582
2101,Coburg North,2/4 Manly Ct,2,t,525000,VB,Raine,27/05/2017,6.7,3058,2,2,1.0,143.0,102.0,,Moreland,-37.72037,144.97023000000002,Northern Metropolitan,3445
2102,Craigieburn,10 Huntingdale Ct,6,h,506000,S,Raine,27/05/2017,20.6,3064,6,2,2.0,655.0,202.0,1997.0,Hume,-37.59052,144.93066000000002,Northern Metropolitan,15510
2103,Dandenong,7 Eton Ct,3,h,560000,SP,O'Brien,27/05/2017,24.7,3175,3,1,1.0,810.0,60.638635193133055,,Greater Dandenong,-37.97938,145.23035,South-Eastern Metropolitan,10894
2104,Deer Park,5 Livingston St,3,h,570000,S,Stockdale,27/05/2017,14.8,3023,3,1,3.0,531.0,60.638635193133055,,Brimbank,-37.7572,144.76093,Western Metropolitan,6388
2105,Dingley Village,1/270 Spring Rd,2,u,595000,S,Ray,27/05/2017,22.2,3172,2,1,1.0,2256.0,60.638635193133055,1980.0,Kingston,-37.9811,145.13807,South-Eastern Metropolitan,3940
2106,Epping,7 Cavalier Ct,3,h,573000,S,Love,27/05/2017,19.6,3076,3,2,2.0,637.0,125.0,1990.0,Whittlesea,-37.64097,145.05757,Northern Metropolitan,10926
2107,Epping,18 Grimwade Ct,3,h,528000,S,Ray,27/05/2017,19.6,3076,3,2,1.0,525.0,125.0,,Whittlesea,-37.6507,145.04681000000002,Northern Metropolitan,10926
2108,Epping,13 Orlit Ct,4,h,545000,PI,Barry,27/05/2017,19.6,3076,4,2,2.0,635.0,157.0,1985.0,Whittlesea,-37.64051,145.05743,Northern Metropolitan,10926
2109,Fawkner,13A Queens Pde,3,t,577000,S,Brad,27/05/2017,13.1,3060,3,1,1.0,164.0,60.638635193133055,2003.0,Moreland,-37.71976,144.97121,Northern Metropolitan,5070
2110,Frankston,2 Lytham Ct,3,h,566000,S,Purplebricks,27/05/2017,38.0,3199,3,1,1.0,623.0,60.638635193133055,,Frankston,-38.13669,145.14049,South-Eastern Metropolitan,17055
2111,Greenvale,12 Taormina St,3,h,550000,VB,Barry,27/05/2017,20.4,3059,3,2,2.0,392.0,60.638635193133055,2013.0,Hume,-37.62458,144.88546000000002,Northern Metropolitan,4864
2112,Hampton Park,14 Tatterson St,3,h,561000,S,Harcourts,27/05/2017,33.3,3976,3,2,3.0,646.0,60.638635193133055,,Casey,-38.03378,145.2621,South-Eastern Metropolitan,8256
2113,Hawthorn,3/199 Auburn Rd,2,u,525000,SP,Marshall,27/05/2017,5.3,3122,2,1,1.0,279.0,60.638635193133055,,Boroondara,-37.82676,145.04443999999998,Southern Metropolitan,11308
2114,Heidelberg West,314 Liberty Pde,3,h,580000,S,Haughton,27/05/2017,8.8,3081,3,1,2.0,429.0,109.0,1950.0,Banyule,-37.73704,145.03697,Eastern Metropolitan,2674
2115,Heidelberg West,581 Waterdale Rd,2,h,532000,S,Ray,27/05/2017,8.8,3081,2,2,1.0,220.0,60.638635193133055,,Banyule,-37.735490000000006,145.0487,Eastern Metropolitan,2674
2116,Hoppers Crossing,138 Bellbridge Dr,3,h,520000,SP,Barry,27/05/2017,18.4,3029,3,2,2.0,530.0,169.0,1999.0,Wyndham,-37.867129999999996,144.71086,Western Metropolitan,13830
2117,Hoppers Crossing,48 Branton Rd,3,h,553100,S,Triwest,27/05/2017,18.4,3029,3,2,2.0,540.0,60.638635193133055,1974.0,Wyndham,-37.8765,144.69638,Western Metropolitan,13830
2118,Hoppers Crossing,9 Hawthorn Dr,3,h,505000,S,Sweeney,27/05/2017,18.4,3029,3,1,1.0,663.0,142.0,1995.0,Wyndham,-37.86658,144.71221,Western Metropolitan,13830
2119,Jacana,7 Bessell Ct,3,h,590500,S,YPA,27/05/2017,14.0,3047,3,1,1.0,708.0,90.0,1960.0,Hume,-37.68825,144.91484,Northern Metropolitan,851
2120,Kings Park,13 Camelia St,5,h,520000,SP,Ray,27/05/2017,14.0,3021,5,2,3.0,545.0,171.0,1972.0,Brimbank,-37.7323,144.77861000000001,Western Metropolitan,2878
2121,Lalor,1 Kent Rd,3,h,600000,S,Ray,27/05/2017,16.3,3075,3,2,2.0,534.0,121.0,1980.0,Whittlesea,-37.67323,145.03976,Northern Metropolitan,8279
2122,Lalor,13 Rosemary Dr,3,h,572000,S,Love,27/05/2017,16.3,3075,3,1,2.0,640.0,140.0,1975.0,Whittlesea,-37.6591,145.00548999999998,Northern Metropolitan,8279
2123,Maribyrnong,21/9 Fabian Ct,2,u,530000,S,hockingstuart,27/05/2017,4.3,3032,2,1,1.0,81.0,88.0,1980.0,Maribyrnong,-37.77323,144.89268,Western Metropolitan,4918
2124,Pascoe Vale,4/236 Boundary Rd,2,t,530000,S,Raine,27/05/2017,8.5,3044,2,2,1.0,135.0,84.0,,Moreland,-37.71628,144.93822,Northern Metropolitan,7485
2125,Reservoir,25 Fyfe St,2,t,575000,S,Ray,27/05/2017,12.0,3073,2,2,1.0,151.0,102.0,2015.0,Darebin,-37.70426,145.01203999999998,Northern Metropolitan,21650
2126,Southbank,28/161 Sturt St,2,u,600000,VB,hockingstuart,27/05/2017,0.7,3006,2,1,1.0,3634.0,80.0,1993.0,Melbourne,-37.8281,144.96627,Southern Metropolitan,8400
2127,St Albans,34 Conrad St,1,h,565000,S,Bells,27/05/2017,14.0,3021,1,1,2.0,617.0,60.638635193133055,,Brimbank,-37.73385,144.80535,Western Metropolitan,14042
2128,Sunbury,20 Miller St,4,h,535000,SP,Brad,27/05/2017,31.7,3429,4,2,2.0,808.0,155.0,1970.0,Hume,-37.580890000000004,144.72183,Western Metropolitan,14092
2129,Thomastown,160 Dalton Rd,3,h,550000,S,Stockdale,27/05/2017,15.3,3074,3,1,2.0,551.0,60.638635193133055,,Whittlesea,-37.67646,145.03083999999998,Northern Metropolitan,7955
2130,Tullamarine,1/6 Burvale Ct,3,t,555000,S,Barry,27/05/2017,12.9,3043,3,2,2.0,286.0,60.638635193133055,,Hume,-37.69728,144.87455,Western Metropolitan,3296
2131,Upwey,338 Glenfern Rd,2,h,575000,S,Harcourts,27/05/2017,29.3,3158,2,1,1.0,1200.0,60.638635193133055,,Yarra Ranges,-37.917320000000004,145.33501,Eastern Victoria,2591
2132,Werribee,58 Church St,3,h,570000,S,YPA,27/05/2017,14.7,3030,3,1,2.0,660.0,113.0,1960.0,Wyndham,-37.909079999999996,144.65774,Western Metropolitan,16166
2133,West Footscray,5/19 Waratah St,3,u,597000,SP,Jas,27/05/2017,6.4,3012,3,1,1.0,126.0,120.0,1995.0,Maribyrnong,-37.80962,144.86876999999998,Western Metropolitan,5058
2134,Westmeadows,124 Raleigh St,5,h,560000,S,Raine,27/05/2017,16.5,3049,5,2,2.0,626.0,60.638635193133055,,Hume,-37.67688,144.88996,Northern Metropolitan,2474
2135,Wollert,8 Yumbarra Pde,4,h,595000,S,Iconek,27/05/2017,25.5,3750,4,2,2.0,448.0,370.0,2012.0,Whittlesea,-37.61337,145.03606000000002,Northern Metropolitan,2940
2136,Abbotsford,21/659 Victoria St,2,u,550000,S,hockingstuart,8/07/2017,3.0,3067,2,1,1.0,1521.0,60.638635193133055,,Yarra,-37.8114,145.01163,Northern Metropolitan,4019
2137,Bayswater,1/20 Kumala Rd,2,u,520000,S,Ray,8/07/2017,23.2,3153,2,1,1.0,158.0,69.0,1975.0,Knox,-37.845,145.25624,Eastern Metropolitan,5030
2138,Braybrook,1 Walker Pl,2,h,590000,S,hockingstuart,8/07/2017,8.6,3019,2,1,1.0,304.0,74.0,1950.0,Maribyrnong,-37.783409999999996,144.85574,Western Metropolitan,3589
2139,Brooklyn,3/49 Stenhouse Av,2,u,515000,SP,hockingstuart,8/07/2017,6.4,3012,2,1,2.0,159.0,140.0,2012.0,Hobsons Bay,-37.82073,144.8447,Western Metropolitan,962
2140,Coolaroo,11 Nareen Av,4,h,515000,S,Barry,8/07/2017,17.4,3048,4,1,0.0,616.0,60.638635193133055,,Hume,-37.65879,144.9296,Northern Metropolitan,1124
2141,Deer Park,13 Cavendish Dr,3,h,557000,S,Barry,8/07/2017,14.8,3023,3,1,2.0,539.0,148.0,1985.0,Brimbank,-37.76545,144.76458,Western Metropolitan,6388
2142,Frankston,87 Aquarius Dr,3,h,565000,S,O'Brien,8/07/2017,38.0,3199,3,1,2.0,713.0,155.0,1980.0,Frankston,-38.16483,145.16383000000002,South-Eastern Metropolitan,17055
2143,Glen Iris,11/62 Edgar St N,2,u,501000,S,Jellis,8/07/2017,7.3,3146,2,1,1.0,2015.0,77.0,1960.0,Stonnington,-37.850190000000005,145.0465,Southern Metropolitan,10412
2144,Hadfield,3A Neil St,2,t,595000,S,Eview,8/07/2017,11.2,3046,2,2,1.0,201.0,111.0,2005.0,Moreland,-37.71147,144.93927,Northern Metropolitan,2606
2145,Hadfield,28A North St,2,t,539000,S,Barry,8/07/2017,11.2,3046,2,2,2.0,160.0,60.638635193133055,,Moreland,-37.705220000000004,144.94702,Northern Metropolitan,2606
2146,Hampton,7/4 Small St,1,u,580000,SP,Hodges,8/07/2017,13.8,3188,1,2,1.0,486.0,60.638635193133055,2012.0,Bayside,-37.93953,145.00096000000002,Southern Metropolitan,5454
2147,Heidelberg,7/74 Hawdon St,2,u,534000,S,Miles,8/07/2017,8.9,3084,2,1,1.0,2033.0,60.638635193133055,,Banyule,-37.75715,145.06463,Eastern Metropolitan,2890
2148,Heidelberg West,12 Achilles St,3,h,575500,S,Miles,8/07/2017,8.8,3081,3,1,1.0,436.0,60.638635193133055,,Banyule,-37.734590000000004,145.04394,Eastern Metropolitan,2674
2149,Heidelberg West,37 Buna St,3,h,600000,VB,Haughton,8/07/2017,8.8,3081,3,1,2.0,481.0,60.638635193133055,,Banyule,-37.73597,145.03916,Eastern Metropolitan,2674
2150,Jacana,17 Fidge Ct,2,h,575500,S,RW,8/07/2017,14.0,3047,2,1,1.0,662.0,98.0,1960.0,Hume,-37.68988,144.91113,Northern Metropolitan,851
2151,Melton,28 Atkin St,4,h,550000,PI,Ryder,8/07/2017,31.7,3337,4,2,2.0,1241.0,194.0,1970.0,Melton,-37.686859999999996,144.58157,Western Victoria,3600
2152,Mill Park,49 Romano Av,4,h,550000,S,Ray,8/07/2017,17.9,3082,4,2,1.0,531.0,175.0,1970.0,Whittlesea,-37.65121,145.05404,Northern Metropolitan,10529
2153,Mill Park,53 Romano Av,5,h,598000,S,Ray,8/07/2017,17.9,3082,5,3,1.0,531.0,122.0,1990.0,Whittlesea,-37.65116,145.05438999999998,Northern Metropolitan,10529
2154,Mill Park,15 Warburton Ct,3,h,592000,S,Harcourts,8/07/2017,17.9,3082,3,1,1.0,622.0,128.0,1992.0,Whittlesea,-37.66294,145.06301000000002,Northern Metropolitan,10529
2155,Reservoir,48 Crevelli St,3,h,526250,SP,Barry,8/07/2017,12.0,3073,3,1,1.0,308.0,60.638635193133055,,,-37.72828,145.03033,Northern Metropolitan,21650
2156,South Yarra,2/45 Caroline St,2,u,600000,PI,Noel,8/07/2017,2.7,3141,2,1,1.0,876.0,62.0,1972.0,Stonnington,-37.83766,144.98799,Southern Metropolitan,14887
2157,St Albans,1 Aspen St,3,h,600000,VB,Westside,8/07/2017,14.0,3021,3,2,6.0,532.0,60.638635193133055,,Brimbank,-37.75424,144.80816000000002,Western Metropolitan,14042
2158,St Albans,21 Shirley St,3,h,582000,S,YPA,8/07/2017,14.0,3021,3,1,0.0,674.0,94.0,1960.0,Brimbank,-37.73704,144.79108,Western Metropolitan,14042
2159,Sunbury,17 Mudie Av,4,h,512500,S,Raine,8/07/2017,31.7,3429,4,2,2.0,581.0,139.0,1960.0,Hume,-37.57355,144.70854,Western Metropolitan,14092
2160,Sunshine West,27 Buckingham Cr,3,h,551000,S,Barry,8/07/2017,10.5,3020,3,1,2.0,613.0,105.0,1974.0,Brimbank,-37.80046,144.82676,Western Metropolitan,6763
2161,Tarneit,28 Claire Wy,4,h,586000,S,RW,8/07/2017,18.4,3029,4,2,2.0,462.0,60.638635193133055,2012.0,Wyndham,-37.851620000000004,144.66522,Western Metropolitan,10160
2162,Thomastown,232 Main St,3,h,580000,S,Harcourts,8/07/2017,15.3,3074,3,1,2.0,538.0,140.0,1975.0,Whittlesea,-37.67751,144.98663,Northern Metropolitan,7955
2163,Wantirna South,10/1401 High Street Rd,3,u,570000,S,Ray,8/07/2017,14.7,3152,3,1,1.0,190.0,60.638635193133055,2000.0,Knox,-37.87638,145.2313,Eastern Metropolitan,7082
2164,Werribee,2 Brookville Av,4,h,514000,S,Sweeney,8/07/2017,14.7,3030,4,2,2.0,639.0,60.638635193133055,2000.0,Wyndham,-37.8723,144.661,Western Metropolitan,16166
2165,Werribee,9 Sherrin Ct,3,h,529000,S,YPA,8/07/2017,14.7,3030,3,2,2.0,847.0,143.0,1980.0,Wyndham,-37.884209999999996,144.67869,Western Metropolitan,16166
2166,West Melbourne,207/493 Victoria St,2,u,510000,S,McGrath,8/07/2017,3.1,3003,2,1,1.0,75.0,66.0,2007.0,Melbourne,-37.80473,144.9435,Northern Metropolitan,2230
2167,Bullengarook,31 Carrolls La,3,h,535000,S,Keatings,12/08/2017,45.9,3437,3,1,0.0,4000.0,60.638635193133055,,Macedon Ranges,-37.50087,144.48571,Northern Victoria,249
2168,Bundoora,6/70 Grange Bvd,2,t,505000,S,Barry,12/08/2017,12.1,3083,2,1,2.0,90.0,90.0,1995.0,Darebin,-37.70912,145.05181000000002,Northern Metropolitan,10175
